Rank,County-equivalent,State,Per capita income,Median household income,Median family income,Population,Number of households
2937,Pemiscot,Missouri,16881,28889,38152,18160,6941
2938,Clay,Tennessee,16867,29727,36659,7816,3281
2939,Shannon,Missouri,16862,31132,41440,8388,3220
2940,Dixie,Florida,16851,33981,42959,16234,6130
2941,Walthall,Mississippi,16850,31090,43597,15265,5649
2942,Bee,Texas,16848,43690,50229,32281,8539
2943,Holmes,Florida,16845,35511,45713,19864,6808
2944,Dallas,Arkansas,16838,28931,39681,8045,3269
2945,Terrell,Georgia,16836,32628,38007,9246,3351
2946,Phillips,Arkansas,16830,26737,34684,21253,8339
2947,Barbour,Alabama,16829,32911,43462,27321,9200
2948,Macon,Alabama,16826,30724,41233,20803,8107
2949,Campbell,Tennessee,16812,31943,39284,40553,15959
2950,Johnson,Georgia,16807,36722,43634,9903,3250
2951,Clinton,Kentucky,16795,27100,31364,10210,3960
2952,Scott,Mississippi,16789,34534,39404,28255,9692
2953,Winn,Louisiana,16789,34322,45200,15129,5402
2954,Berrien,Georgia,16784,32258,42594,19174,7040
2955,Leake,Mississippi,16780,32521,38766,23519,8069
2956,Imperial,California,16763,41807,45540,175201,48099
2957,Anson,North Carolina,16752,33870,39667,26569,9686
2958,Somerset,Maryland,16748,38447,53413,26347,8419
2959,Clay,West Virginia,16740,31613,42629,9352,3435
2960,Searcy,Arkansas,16731,30779,39444,8101,3296
2961,Sharp,Arkansas,16714,30861,40550,17203,7023
2962,Kinney,Texas,16700,33257,45375,3589,1195
2963,Morehouse,Louisiana,16683,28585,39570,27603,10482
2964,Chickasaw,Mississippi,16677,31061,36783,17403,6614
2965,Zapata,Texas,16671,31109,37267,14164,4460
2966,Washington County,Mississippi,16671,28093,33025,50578,18123
2967,Lee,Virginia,16664,31308,40704,25497,9653
2968,Tyrrell,North Carolina,16658,34216,38493,4272,1480
2969,Monroe,Kentucky,16656,29808,39949,10874,4401
2970,DeKalb,Missouri,16635,44092,57163,12873,3769
2971,Navajo,Arizona,16626,36927,43516,107326,34343
2972,Prentiss,Mississippi,16589,32503,42093,25354,9611
2973,Sussex,Virginia,16546,39635,53520,12007,3704
2974,Escambia,Alabama,16540,30687,36550,38169,13681
2975,Chicot,Arkansas,16538,26201,34451,11621,4510
2976,Marion,South Carolina,16531,29149,38974,32695,12049
2977,Lincoln,Idaho,16530,42433,47756,5221,1617
2978,Okfuskee,Oklahoma,16528,35170,43452,12268,4246
2979,Rockcastle,Kentucky,16513,30674,39404,16997,6605
2980,Falls,Texas,16486,32908,43216,17719,5600
2981,Johnson,Tennessee,16470,29609,36866,18158,6921
2982,Bolivar,Mississippi,16462,28599,36443,34107,12301
2983,Montgomery,Georgia,16460,32702,42933,9050,3185
2984,Fentress,Tennessee,16454,29192,37837,17943,7348
2985,Murray,Georgia,16449,34888,44811,39504,14092
2986,Estill,Kentucky,16435,29184,36327,14601,5829
2987,Concordia,Louisiana,16431,29022,38125,20652,7642
2988,Leslie,Kentucky,16424,29293,37796,11220,4206
2989,Ripley,Missouri,16408,32291,37009,14071,5544
2990,Douglas,Missouri,16404,32130,38312,13647,5178
2991,Wayne,Kentucky,16396,29497,36059,20797,8083
2992,Greensville,Virginia,16380,39697,47517,12078,3389
2993,Bath,Kentucky,16367,30797,36823,11732,4447
2994,Cedar,Missouri,16362,30302,38058,13903,5970
2995,Malheur,Oregon,16352,35578,45825,30898,10136
2996,Oregon County,Missouri,16331,27743,36791,10935,4572
2997,Walker,Texas,16330,37617,55377,68110,20558
2998,Hamilton,Florida,16295,37716,46295,14655,4657
2999,Bennett,South Dakota,16275,37607,40282,3431,1059
3000,Liberty,Florida,16266,39681,52230,8308,2305
3001,Harlan,Kentucky,16257,25906,33791,29012,11343
3002,Morgan,Kentucky,16233,30658,41116,13657,4697
3003,Culberson,Texas,16227,37105,43793,2345,838
3004,Jefferson Davis,Mississippi,16216,27186,34986,12248,4895
3005,Lake,Michigan,16202,29379,37664,11485,4096
3006,Radford City,Virginia,16181,30714,57450,16705,5516
3007,Garza,Texas,16175,47540,56979,6356,1588
3008,Presidio,Texas,16175,29634,36559,7579,2616
3009,Burke,Georgia,16171,31494,41707,23223,7881
3010,Hendry,Florida,16133,35425,40657,38346,11223
3011,Lewis,Kentucky,16132,28388,40119,13859,5003
3012,Cibola,New Mexico,16129,37237,42024,27296,8016
3013,Luna,New Mexico,16114,29282,35762,25001,8862
3014,Brunswick,Virginia,16060,36293,45838,17220,5826
3015,Chattooga,Georgia,16045,33228,40623,25670,9457
3016,Sevier,Arkansas,16021,35153,44267,17137,5745
3017,Glades,Florida,16011,34694,37317,13080,3843
3018,Lawrence,Arkansas,15971,32239,42457,17227,6580
3019,Whitley,Kentucky,15960,29769,37441,35718,13172
3020,Atkinson,Georgia,15958,30049,34500,8332,2758
3021,Owyhee,Idaho,15945,32175,37118,11474,3911
3022,Menifee,Kentucky,15942,29108,33897,6334,2379
3023,Mitchell,Texas,15936,42045,53022,9388,2748
3024,Jackson,Kentucky,15880,26156,29749,13418,5712
3025,Frio,Texas,15863,35849,38823,17522,4805
3026,Echols,Georgia,15861,31375,41818,4053,1382
3027,Mellette,South Dakota,15760,35109,36023,2072,698
3028,Lauderdale,Tennessee,15758,32326,38356,27794,9686
3029,Monroe,Alabama,15749,29203,36807,22778,8333
3030,Bledsoe,Tennessee,15747,33443,39993,12853,4556
3031,Sharkey,Mississippi,15744,35125,51250,4889,1725
3032,Coahoma,Mississippi,15742,26407,31078,25815,9464
3033,Grady,Georgia,15734,30571,38759,25143,9290
3034,Big Horn,Montana,15695,39966,46968,12939,3444
3035,Mitchell,Georgia,15694,32054,41477,23340,8131
3036,Grundy,Tennessee,15683,26814,35507,13657,5359
3037,Scotland,North Carolina,15679,29592,36073,36201,13047
3038,Jackson,Arkansas,15609,30284,38639,17809,6541
3039,Conecuh,Alabama,15605,24658,31966,13104,4994
3040,Glacier,Montana,15604,33519,36701,13528,4194
3041,Casey,Kentucky,15603,29934,41516,16006,6050
3042,Dewey,South Dakota,15558,30710,37277,5419,1687
3043,Mississippi County,Missouri,15558,29787,38789,14271,5227
3044,Tunica,Mississippi,15549,31446,34946,10660,4116
3045,Madison,Florida,15538,33833,40486,19070,6739
3046,Martin,Kentucky,15525,26261,31922,12835,4449
3047,Montgomery,Mississippi,15523,30466,37395,10754,4229
3048,St. Francis,Arkansas,15511,30873,34705,27914,9358
3049,Rolette,North Dakota,15502,31336,38763,14176,4750
3050,Sioux,North Dakota,15478,36111,34042,4258,1116
3051,San Juan,Utah,15476,40492,46615,14795,4216
3052,Reeves,Texas,15467,40571,44980,13775,3542
3053,Hardee,Florida,15366,37125,40872,27336,7463
3054,Robeson,North Carolina,15343,29806,35861,134535,45154
3055,Tattnall,Georgia,15280,37587,47204,25343,7885
3056,Powell,Kentucky,15174,26839,39010,12582,4730
3057,Kenedy,Texas,15157,43438,59643,524,159
3058,Madison,Idaho,15133,32059,37385,37542,10323
3059,Madison,Texas,15131,41732,49303,13689,3743
3060,Magoffin,Kentucky,15118,26877,34600,13179,4931
3061,Adair,Oklahoma,15116,32556,39019,22427,8046
3062,Bell,Kentucky,15091,26228,31816,28409,11109
3063,DeSoto,Florida,15088,34963,38565,34651,10622
3064,Bent,Colorado,15081,37340,42598,6141,1873
3065,Lincoln,Arkansas,15023,32697,40936,14148,4188
3066,Dillon,South Carolina,14988,28817,33952,31661,11744
3067,Hardeman,Tennessee,14975,30973,41966,26897,8690
3068,Greene,Alabama,14930,24226,31809,8934,3264
3069,Calhoun,Georgia,14868,26986,39514,6592,1804
3070,Williamsburg,South Carolina,14845,25849,39346,33944,11621
3071,Jones,Texas,14827,41297,51219,20079,5641
3072,Lexington City,Virginia,14763,36505,57868,7026,1709
3073,Jefferson,Georgia,14757,26968,34739,16696,6220
3074,Wright,Missouri,14752,28645,37295,18643,7295
3075,Lee,South Carolina,14740,27373,36935,18890,6737
3076,Menominee,Wisconsin,14710,33333,37321,4292,1220
3077,Cameron,Texas,14710,33179,36332,410710,117836
3078,Breathitt,Kentucky,14706,24045,28825,13776,5290
3079,Calhoun,Florida,14675,32780,39384,14700,4696
3080,Marlboro,South Carolina,14577,28297,31440,28542,9779
3081,Webb,Texas,14553,39449,41410,254829,67372
3082,Dooly,Georgia,14510,29012,38617,14554,5133
3083,Greene,Mississippi,14463,36888,47109,14337,4117
3084,Taliaferro,Georgia,14381,25465,36500,1766,704
3085,Knox,Kentucky,14367,24038,32879,31865,12350
3086,Brooks,Texas,14345,21865,28558,7225,2439
3087,Hancock,Tennessee,14326,23892,30776,6737,2835
3088,Leflore,Mississippi,14307,24480,30285,31993,10887
3089,Yazoo,Mississippi,14291,26336,33157,28122,8710
3090,Corson,South Dakota,14262,30880,37250,4078,1185
3091,Hidalgo,Texas,14222,34146,36884,790646,217691
3092,Ben Hill,Georgia,14204,28547,35307,17576,6110
3093,Quitman,Georgia,14201,31068,33333,2396,932
3094,Guadalupe,New Mexico,14198,29071,36435,4626,1260
3095,Wolfe,Kentucky,14157,22574,30407,7299,2779
3096,Sumter,Alabama,14156,22186,35594,13552,5060
3097,Lawrence,Illinois,14147,40145,48269,16702,4872
3098,Hudspeth,Texas,14142,22545,25304,3394,1096
3099,McDowell,West Virginia,14093,22252,30671,21651,8229
3100,Elliott,Kentucky,14040,24246,33786,7784,2618
3101,Lee,Kentucky,13969,22920,30036,7554,2951
3102,Quitman,Mississippi,13954,22863,28171,8028,3114
3103,Macon,Georgia,13865,30240,37668,14455,4887
3104,Kemper,Mississippi,13795,29003,40962,10383,3605
3105,Issaquena,Mississippi,13731,24767,26488,1383,461
3106,Perry,Alabama,13716,28209,32108,10390,3400
3107,Maverick,Texas,13668,31395,34762,54880,15714
3108,Forest,Pennsylvania,13646,36556,45120,7696,2001
3109,Alexander,Illinois,13619,26972,33977,7980,2860
3110,Owsley,Kentucky,13611,19986,29973,4738,1721
3111,Union,Florida,13590,42660,48365,15307,3807
3112,Madison,Louisiana,13585,25498,33063,12049,4068
3113,Clay,Kentucky,13542,21883,30085,21633,7317
3114,Wilcox,Alabama,13379,23642,26739,11531,3866
3115,Allendale,South Carolina,13334,25252,30276,10214,3424
3116,La Salle,Texas,13307,26756,36632,6921,1864
3117,Stewart,Georgia,13238,23451,32566,6007,1851
3118,Wilcox,Georgia,13228,32928,38627,9110,2705
3119,Clay,Georgia,12982,21192,28352,3133,1235
3120,Humphreys,Mississippi,12874,23600,28816,9258,3107
3121,Zavala,Texas,12828,25625,32930,11849,3654
3122,Noxubee,Mississippi,12780,24338,34375,11358,4194
3123,Tallahatchie,Mississippi,12747,29853,37539,15231,4640
3124,Jefferson,Mississippi,12723,26028,32793,7690,2520
3125,Apache,Arizona,12709,31476,37095,71978,19055
3126,McKinley,New Mexico,12679,30458,36109,72373,17427
3127,Sunflower,Mississippi,12588,26619,31893,28722,8394
3128,Lee,Arkansas,12529,25034,32986,10267,3491
3129,Telfair,Georgia,12489,26634,33608,16391,5567
3130,Hancock,Georgia,12381,25000,35795,9233,2742
3131,Ziebach,South Dakota,12339,32708,32273,2821,803
3132,Claiborne,Mississippi,12177,23689,31385,9553,3190
3133,Holmes,Mississippi,12113,22325,25995,18931,6511
3134,East Carroll,Louisiana,12055,25321,30840,7674,2488
3135,Lake,Tennessee,12042,27115,36926,7773,2201
3136,McCreary,Kentucky,11818,20972,30543,18163,6312
3137,Starr,Texas,11584,24927,27552,61351,15949
3138,Buffalo,South Dakota,11405,30962,31301,1966,542
3139,Willacy,Texas,11313,25886,31592,22039,5499
3140,Kusilvak Census Area,Alaska,11210,40176,40750,7678,1744
3141,Todd,South Dakota,10575,31934,32671,9783,2680
3142,Wheeler,Georgia,8948,24382,31556,7746,2096
3143,Oglala Lakota,South Dakota,8768,25648,26029,13829,2867
